id,title,authors,pdf_url,mp4_url,review_url,source_page
,聴覚フィードバックを利用したペダリングトレーニングシステム,奥川 遼（神戸大），村尾 和哉（立命館大），寺田 努（神戸大／JST），塚本 昌彦（神戸大）,https://www.wiss.org/WISS2014Proceedings/oral/021.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/021.html,https://www.wiss.org/WISS2014Proceedings/
,AnnoTone：高周波音の映像収録時埋め込みによる編集支援,鈴木 良平，坂本 大介，五十嵐 健夫（東大）,https://www.wiss.org/WISS2014Proceedings/oral/032.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/032.html,https://www.wiss.org/WISS2014Proceedings/
,PlaylistPlayer：再生終了時刻と再生方針が指定できる音楽プレイリスト再生インタフェース,中野 倫靖，濱崎 雅弘，後藤 真孝（産総研）,https://www.wiss.org/WISS2014Proceedings/oral/027.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/027.html,https://www.wiss.org/WISS2014Proceedings/
,QueryShare：音楽の探索的検索のためのクエリを検索・推薦可能なインタフェース,濱崎 雅弘，後藤 真孝（産総研）,https://www.wiss.org/WISS2014Proceedings/oral/038.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/038.html,https://www.wiss.org/WISS2014Proceedings/
,視覚デザイン探索のためのクラウドソーシングを活用したパラメタ空間解析,小山 裕己，坂本 大介，五十嵐 健夫（東大）,https://www.wiss.org/WISS2014Proceedings/oral/003.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/003.html,https://www.wiss.org/WISS2014Proceedings/
,操作の気持ち良さを再現するためのインタラクティブアニメーション分析ツール,大島 裕樹，宮下 芳明（明治大）,https://www.wiss.org/WISS2014Proceedings/oral/033.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/033.html,https://www.wiss.org/WISS2014Proceedings/
,StudI/O:立体への投影を利用したトイブロック組み立て支援,椎尾 一郎，橋本 菜摘（お茶の水女子大）,https://www.wiss.org/WISS2014Proceedings/oral/011.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/011.html,https://www.wiss.org/WISS2014Proceedings/
,プロジェクションマッピングを用いた建設用3D積層造形技術,鷹見 洋介，吉田 博則，小渕 祐介，五十嵐 健夫（東大）,https://www.wiss.org/WISS2014Proceedings/oral/017.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/017.html,https://www.wiss.org/WISS2014Proceedings/
,臨書初級者のための文字バランス学習支援システム,竹川 佳成，野波 淳里（はこだて未来大）,https://www.wiss.org/WISS2014Proceedings/oral/002.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/002.html,https://www.wiss.org/WISS2014Proceedings/
,配置と時間による可読性を維持した画像内文字提示手法,小川 直記，岡部 誠，尾内 理紀夫（電通大），益子 宗（楽天），平野 廣美（楽天／電通大）,https://www.wiss.org/WISS2014Proceedings/oral/028.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/028.html,https://www.wiss.org/WISS2014Proceedings/
,TextAlive：インタラクティブでプログラマブルなKinetic Typography制作環境,加藤 淳，中野 倫靖，後藤 真孝（産総研）,https://www.wiss.org/WISS2014Proceedings/oral/037.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/037.html,https://www.wiss.org/WISS2014Proceedings/
,靴下型圧力センサを用いた足裏ジェスチャの設計と実装,深堀 孔明，坂本 大介，五十嵐 健夫（東大）,https://www.wiss.org/WISS2014Proceedings/oral/001.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/001.html,https://www.wiss.org/WISS2014Proceedings/
,衣服のシワを用いた入力インタフェース,上田 健太郎（神戸大），寺田 努（神戸大／JST），塚本 昌彦（神戸大）,https://www.wiss.org/WISS2014Proceedings/oral/025.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/025.html,https://www.wiss.org/WISS2014Proceedings/
,MagNail：爪装着型磁石を用いたモバイル端末インタラクション,門村 亜珠沙，椎尾 一郎（お茶の水女子大）,https://www.wiss.org/WISS2014Proceedings/oral/005.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/005.html,https://www.wiss.org/WISS2014Proceedings/
,TouchOver：大画面を備える携帯情報端末を楽に操作するための片手親指操作手法,大西 主紗，志築 文太郎，田中 二郎（筑波大）,https://www.wiss.org/WISS2014Proceedings/oral/031.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/031.html,https://www.wiss.org/WISS2014Proceedings/
,QAZキーボード：タッチパネル端末向け縦型QWERTYキーボード,箱田 博之，志築 文太郎，田中 二郎（筑波大）,https://www.wiss.org/WISS2014Proceedings/oral/012.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/012.html,https://www.wiss.org/WISS2014Proceedings/
,Cross-drag：細長いターゲットのドラッグを容易にする操作手法,山中 祥太，宮下 芳明（明治大）,https://www.wiss.org/WISS2014Proceedings/oral/018.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/018.html,https://www.wiss.org/WISS2014Proceedings/
,シースルー型HMDを用いた社会福祉学的アプローチに基づく“視線恐怖症的コミュ障”支援システムの開発,萩原 早紀，栗原 一貴（津田塾大）,https://www.wiss.org/WISS2014Proceedings/oral/019.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/019.html,https://www.wiss.org/WISS2014Proceedings/
,Babascript：人とコンピュータの協調による処理実行環境,馬場 匠見，橋本 翔，増井 俊之（慶大）,https://www.wiss.org/WISS2014Proceedings/oral/039.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/039.html,https://www.wiss.org/WISS2014Proceedings/
,競創による動機づけ:自分撮りによるトランポリン運動の促進システムの事例,福地 健太郎（明治大／JST），助台 良之（フリー），大野 悠人（明治大）,https://www.wiss.org/WISS2014Proceedings/oral/029.pdf,,https://www.wiss.org/WISS2014Proceedings/oral/029.html,https://www.wiss.org/WISS2014Proceedings/
,1A-01 タブレット端末における日本語形態素を考慮した文字列範囲選択手法,三浦 元喜，最所 賢至，清弘 祥太（九工大）,https://www.wiss.org/WISS2014Proceedings/demo/045.pdf,,,https://www.wiss.org/WISS2014Proceedings/
,1A-02 ThRift：An omnidirectional image based virtual reality system,Maiga Abdoulaye（慶大／楽天），千葉 直樹（楽天）,https://www.wiss.org/WISS2014Proceedings/demo/078.pdf,,,https://www.wiss.org/WISS2014Proceedings/
,1A-03 つまむ動作を用いた大型テーブルトップシステムにおける遠隔ポインティング,栃原 直哉，佐藤 俊樹，小池 英樹（電通大）,https://www.wiss.org/WISS2014Proceedings/demo/076.pdf,,,https://www.wiss.org/WISS2014Proceedings/
,1A-04 対話型遺伝的アルゴリズムを用いたアンケート収集とその可視化,五味 恵理華，斎藤 優理，伊藤 貴之（お茶の水女子大）,https://www.wiss.org/WISS2014Proceedings/demo/077.pdf,,,https://www.wiss.org/WISS2014Proceedings/
