id,title,authors,pdf_url,mp4_url,review_url,source_page
,AirSketcher: 風を使いやすくする手法の提案とその実装,渡邊 恵太（JST ERATO）， 松田 聖大（Matsuda Design Laboratory）， 稲見 昌彦， 五十嵐 健夫（JST ERATO）,https://www.wiss.org/WISS2010Proceedings/PDF/P01.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,Foldy：GUI操作によるロボットへの服の畳み方の教示,杉浦 裕太（慶応大/JST ERATO）， 坂本 大介（JST ERATO）， Tabare Gowon（ハーバード大/JST ERATO）， 高橋 大樹， 稲見 昌彦（慶応大/JST ERATO）， 五十嵐 健夫（東大/JST ERATO）,https://www.wiss.org/WISS2010Proceedings/PDF/P02.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,PotPet: ペットのような植木鉢型ロボット,川上 あゆみ， 塚田 浩二， 神原 啓介， 椎尾 一郎（お茶大）,https://www.wiss.org/WISS2010Proceedings/PDF/P03.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,エンドユーザによる椅子デザインシステム,Greg Saul， Manfred Lau， 三谷 純， 五十嵐 健夫（JST ERATO）,https://www.wiss.org/WISS2010Proceedings/PDF/P04.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,プレゼンとプレゼンの場をマンガ表現するインタラクティブシステム,藤本 雄太， 宮下 芳明（明治大）,https://www.wiss.org/WISS2010Proceedings/PDF/P05.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,BandNavi: バンドメンバーの変遷情報を辿るアーティスト発見システム,吉谷 幹人， 宇佐美 敦志， 浜中 雅俊（筑波大）,https://www.wiss.org/WISS2010Proceedings/PDF/P06.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,ご近所知るえっと―身近な他人との緩やかなコミュニケーション支援―,中森 玲奈， 青木 貴司， 椎尾 一郎（お茶大）,https://www.wiss.org/WISS2010Proceedings/PDF/P07.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,ネタバレ防止ブラウザの実現,中村 聡史（京大）,https://www.wiss.org/WISS2010Proceedings/PDF/P08.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,写真の上にスケッチと制約を記入していくことによるモデリングシステム,Manfred Lau， 大河原 昭， 三谷 純， 五十嵐 健夫（JST ERATO）,https://www.wiss.org/WISS2010Proceedings/PDF/P09.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,形状設計システムに物理シミュレーションを統合したキネティックアート・デザインシステム,古田 陽介（JST ERATO）， 三谷 純（筑波大）， 五十嵐 健夫（東大）， 福井 幸男（筑波大）,https://www.wiss.org/WISS2010Proceedings/PDF/P10.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,インタラクティブなラインストーンデザイン,五十嵐 悠紀（日本学術振興会/筑波大）,https://www.wiss.org/WISS2010Proceedings/PDF/P11.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,実時間固有値解析による対話的な鉄琴のデザイン,梅谷 信行， 高山 健志(JST ERATO/東大）， 三谷 純（JST ERATO/筑波大）， 五十嵐 健夫（JST ERATO/東大）,https://www.wiss.org/WISS2010Proceedings/PDF/P12.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,Z-touch: 指先姿勢インタラクション可能なマルチタッチシステム,竹岡 義樹， 味八木 崇（東大）， 暦本 純一（東大/ソニーCSL）,https://www.wiss.org/WISS2010Proceedings/PDF/P13.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,SpeechJammer:聴覚遅延フィードバックを利用した発話阻害の応用システム,栗原 一貴（産総研）， 塚田 浩二（お茶大）,https://www.wiss.org/WISS2010Proceedings/PDF/P14.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,matereal: インタラクティブなロボットアプリケーションのプロトタイピング用ツールキット,加藤 淳（東大/JST ERATO）， 坂本 大介（JST ERATO）， 五十嵐 健夫（東大/JST ERATO）,https://www.wiss.org/WISS2010Proceedings/PDF/P15.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,綿を内包した柔物体を用いた日常生活に溶け込むインタフェース,筧 豪太， 杉浦 裕太， 杉本 麻樹， 稲見 昌彦（慶応大）,https://www.wiss.org/WISS2010Proceedings/PDF/P16.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,CoupLog：ライフログを用いたカップルのコミュニケーション支援,中川 真紀， 塚田 浩二， 椎尾 一郎（お茶大）,https://www.wiss.org/WISS2010Proceedings/PDF/P17.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,物語テキストから進行状況に応じて登場人物の存在状態と関係を推定する手法,縣 啓治， 伊藤 雄一， 高嶋 和毅（阪大）， 北村 喜文（東北大）， 岸野 文郎（関西学院大）,https://www.wiss.org/WISS2010Proceedings/PDF/P18.pdf,,,https://www.wiss.org/WISS2010Proceedings/
,60万人の感情実況,青島 さやか， 青木 惇季， 宮下 芳明（明治大）,https://www.wiss.org/WISS2010Proceedings/PDF/P19.pdf,,,https://www.wiss.org/WISS2010Proceedings/
