id,title,authors,pdf_url,mp4_url,review_url,source_page
,DanceUnisoner: グループダンスパフォーマンス動画作成インタフェース,土田 修平，深山 覚，後藤 真孝（産総研）,https://www.wiss.org/WISS2019Proceedings/oral/1.pdf,https://www.wiss.org/WISS2019Proceedings/oral/1.mp4,https://www.wiss.org/WISS2019Proceedings/oral/1.html,https://www.wiss.org/WISS2019Proceedings/
,画像の類似度を用いたダンス動画モーション訂正手法,又吉 康綱（明治大），小山 裕己，深山 覚，後藤 真孝（産総研），中村 聡史（明治大）,https://www.wiss.org/WISS2019Proceedings/oral/2.pdf,,https://www.wiss.org/WISS2019Proceedings/oral/2.html,https://www.wiss.org/WISS2019Proceedings/
,Parrot: リアルタイム音声合成を用いたビブラートデザイン支援インタフェースの開発,小野 雄大（山梨大），森勢 将雅（明治大）,https://www.wiss.org/WISS2019Proceedings/oral/3.pdf,https://www.wiss.org/WISS2019Proceedings/oral/3.mp4,https://www.wiss.org/WISS2019Proceedings/oral/3.html,https://www.wiss.org/WISS2019Proceedings/
,熟練者の動作の可視化によるVRスキートレーニングシステム,野澤 崇行，Erwin Wu，Florian Perteneder，小池 英樹（東工大）,https://www.wiss.org/WISS2019Proceedings/oral/4.pdf,https://www.wiss.org/WISS2019Proceedings/oral/4.mp4,https://www.wiss.org/WISS2019Proceedings/oral/4.html,https://www.wiss.org/WISS2019Proceedings/
,UVプリンタを用いたレンズ造形手法とその応用,杉山 圭，塚田 浩二（はこだて未来大）,https://www.wiss.org/WISS2019Proceedings/oral/5.pdf,https://www.wiss.org/WISS2019Proceedings/oral/5.mp4,https://www.wiss.org/WISS2019Proceedings/oral/5.html,https://www.wiss.org/WISS2019Proceedings/
,3Dプリンターによる一体造形式回転機構の提案,新山 大翔，沖 真帆，塚田 浩二（はこだて未来大）,https://www.wiss.org/WISS2019Proceedings/oral/6.pdf,,https://www.wiss.org/WISS2019Proceedings/oral/6.html,https://www.wiss.org/WISS2019Proceedings/
,タンジブルなブロックを組み立てることによりAR空間で実行可能な教育用プログラミングツール,服部 圭介，井上 馨太，志賀野 桐生，平井 辰典（駒澤大）,https://www.wiss.org/WISS2019Proceedings/oral/7.pdf,https://www.wiss.org/WISS2019Proceedings/oral/7.mp4,https://www.wiss.org/WISS2019Proceedings/oral/7.html,https://www.wiss.org/WISS2019Proceedings/
,内部構造パターンの差異を利用した3Dプリントオブジェクト識別手法,久保 勇貴，江口 佳那，青木 良輔，近藤 重邦，東 正造，犬童 拓也（NTT）,https://www.wiss.org/WISS2019Proceedings/oral/8.pdf,,https://www.wiss.org/WISS2019Proceedings/oral/8.html,https://www.wiss.org/WISS2019Proceedings/
,スマートフォンを拡張した残像ディスプレイとインタラクション手法の提案,玉井 由良，塚田 浩二（はこだて未来大）,https://www.wiss.org/WISS2019Proceedings/oral/9.pdf,,https://www.wiss.org/WISS2019Proceedings/oral/9.html,https://www.wiss.org/WISS2019Proceedings/
,Self-healing UI: 機械的かつ電気的に自己修復するセンシングインタフェース,"鳴海 紘也（東大），Fang Qin（Electrical and Computing Engineering, Carnegie Mellon University），Siyuan Liu，Huai-Yu Cheng（Materials Science and Engineering, Carnegie Mellon University），Jianzhe Gu（Human-Computer Interaction Institute, Carnegie Mellon University），川原 圭博（東大），Mohammad Islam（Materials Science and Engineering, Carnegie Mellon University），Lining Yao（Human-Computer Interaction Institute, Carnegie Mellon University）",https://www.wiss.org/WISS2019Proceedings/oral/10.pdf,,https://www.wiss.org/WISS2019Proceedings/oral/10.html,https://www.wiss.org/WISS2019Proceedings/
