id,title,authors,pdf_url,mp4_url,review_url,source_page
,VocaRefiner: 歌を歌って歌い直して統合できる新しい歌声生成インタフェース,中野倫靖，後藤真孝(産総研),https://www.wiss.org/WISS2012Proceedings/oral/S1_001.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Songrium: 関係性に基づいて音楽星図を渡り歩く音楽視聴支援サービス,濱崎 雅弘，後藤 真孝（産総研）,https://www.wiss.org/WISS2012Proceedings/oral/S1_002.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,TimeFiller:生活を無理なくコンテンツで満たすメディアプラットフォーム,渡邊 恵太(JST ERATO)，石川 直樹(農工大)，栗原 一貴(産総研)，稲見昌彦(慶大／JST ERATO)，五十嵐健夫(東大／JST ERATO),https://www.wiss.org/WISS2012Proceedings/oral/S1_003.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,ギターのための触弦認識システム,飛世 速光（神戸大），竹川 佳成（はこだて未来大），寺田 努（神戸大／JST さきがけ），塚本 昌彦（神戸大）,https://www.wiss.org/WISS2012Proceedings/oral/S1_004.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Lighty: ロボティック照明のためのペインティングインタフェース,"""橋本 直（JST ERATO），盧 承鐸，山中 太記（東大／JST ERATO），神山 洋一（JST ERATO），稲見 昌彦（慶大／JST ERATO），五十嵐 健夫（東大／JST ERATO）",https://www.wiss.org/WISS2012Proceedings/oral/S2_005.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Squama: プログラマブルな建築のための構成要素,暦本 純一（東大／ソニーCSL）,https://www.wiss.org/WISS2012Proceedings/oral/S2_006.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Pebbles: 自律ロボットの移動経路をデザインするタンジブルデバイス,石井 健太郎，米 海鵬，馬 雷，Natsuda Laokulrat（東大／JST ERATO），稲見 昌彦（慶大／JST ERATO），五十嵐 健夫（東大／JST ERATO）,https://www.wiss.org/WISS2012Proceedings/oral/S2_007.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Kadecot:スマートハウスのいじれる化プラットフォーム,大和田 茂（ソニーCSL），徳久 文彬（東工大），市岡 陽子（お茶の水女子大），島崎 聡（東工大）,https://www.wiss.org/WISS2012Proceedings/oral/S2_008.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,面を基本要素とした３次元モデリング,五十嵐 健夫，佐々木 直，坂本 大介（東大／JST ERATO）,https://www.wiss.org/WISS2012Proceedings/oral/S3_009.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,効率的な地図ナビゲーションのための階層的ルートマップの生成,王 方舟（東大），Li Yang（Google），五十嵐 健夫（東大／JST ERATO）,https://www.wiss.org/WISS2012Proceedings/oral/S3_010.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,モザイク画像を利用した遠近画像の同時提示手法,鈴木 裕太，小池 英樹（電通大）,https://www.wiss.org/WISS2012Proceedings/oral/S3_011.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,冠動脈シェーマに基づいた心臓カテーテル検査所見入力のための電子カルテ・インタフェース,五十嵐 悠紀（筑波大／JSPS），五十嵐 健夫（東大／JST ERATO），原口 亮，中沢 一雄（国循）,https://www.wiss.org/WISS2012Proceedings/oral/S3_012.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Swimoid: 伴泳ロボットを用いた水泳支援システム,鵜飼 佑（東大），暦本 純一（東大／ソニーCSL）,https://www.wiss.org/WISS2012Proceedings/oral/S4_013.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,ダンスパフォーマンスにおける自走型スクリーンを用いた隊形練習支援,土田 修平（神戸大），寺田 努（神戸大／JST さきがけ），塚本 昌彦（神戸大）,https://www.wiss.org/WISS2012Proceedings/oral/S4_014.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,KikuNavi: 集合知に基づいた歩行者用リアルタイムナビゲーションシステム,長坂 瑛（電通大），岡部 誠（電通大／JST PRESTO），尾内 理紀夫（電通大）,https://www.wiss.org/WISS2012Proceedings/oral/S4_015.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Flying Eyes: 飛翔型撮影プラットフォームによる自律撮影の提案,樋口 啓太，石黒 祥生（東大），暦本 純一（東大／ソニーCSL）,https://www.wiss.org/WISS2012Proceedings/oral/S4_016.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Gozen:プレゼン用「ビジュアル・エイド」のあるべき姿,大坪 五郎（ネクスト）,https://www.wiss.org/WISS2012Proceedings/oral/S5_017.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,超消極的な人でも安心して使える学会での交流促進システム,西田 健志（神戸大），濱崎 雅弘，栗原 一貴（産総研）,https://www.wiss.org/WISS2012Proceedings/oral/S5_018.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,学習の敷居の低さとシステムからの離脱の容易さを両立した学習支援システムの実現に向けて,竹川 佳成（はこだて未来大），寺田 努（神戸大／JST さきがけ），塚本 昌彦（神戸大）,https://www.wiss.org/WISS2012Proceedings/oral/S5_019.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,Roboko: ソースコードに写真を貼り込める統合開発環境,加藤 淳（東大／JSPS），坂本 大介，五十嵐 健夫（東大／JST ERATO）,https://www.wiss.org/WISS2012Proceedings/oral/S5_020.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,シナリオ順応型UI設計ツール,草野 孔希，中谷 桃子，大野 健彦（NTT）,https://www.wiss.org/WISS2012Proceedings/oral/S6_021.pdf,,,https://www.wiss.org/WISS2012Proceedings/
,注視していないことを利用したマウスカーソル高速化手法,山中 祥太（明治大），栗原 一貴（産総研），宮下 芳明（明治大）,https://www.wiss.org/WISS2012Proceedings/oral/S6_022.pdf,,,https://www.wiss.org/WISS2012Proceedings/
