id,title,authors,pdf_url,mp4_url,review_url,source_page
,Capacitive Blocks: 静電容量に基づくブロックシステム,吉田 有花，志築 文太郎，田中 二郎（筑波大）,https://www.wiss.org/WISS2015Proceedings/oral/01.pdf,https://www.wiss.org/WISS2015Proceedings/oral/01.mp4,https://www.wiss.org/WISS2015Proceedings/oral/01.html,https://www.wiss.org/WISS2015Proceedings/
,ペイントインタフェースによるボリュームセグメンテーション,五十嵐 健夫，庄野 直之，斉藤 季，金 太一（東大）,https://www.wiss.org/WISS2015Proceedings/oral/02.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/02.html,https://www.wiss.org/WISS2015Proceedings/
,なでて操作するカードボード HMD,加藤 邦拓，宮下 芳明（明治大）,https://www.wiss.org/WISS2015Proceedings/oral/03.pdf,https://www.wiss.org/WISS2015Proceedings/oral/03.wmv,https://www.wiss.org/WISS2015Proceedings/oral/03.html,https://www.wiss.org/WISS2015Proceedings/
,LyriSys: 歌詞の大局的構造に基づいた作詞支援インタフェース,渡邉 研斗，松林 優一郎，乾 健太郎（東北大），中野 倫靖，深山 覚，後藤 真孝（産総研）,https://www.wiss.org/WISS2015Proceedings/oral/04.pdf,https://www.wiss.org/WISS2015Proceedings/oral/04.mp4,https://www.wiss.org/WISS2015Proceedings/oral/04.html,https://www.wiss.org/WISS2015Proceedings/
,Songrium RelayPlay: リレー再生による同曲異唱コンテンツ視聴支援インタフェース,濱崎 雅弘，中野 倫靖，後藤 真孝（産総研）,https://www.wiss.org/WISS2015Proceedings/oral/05.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/05.html,https://www.wiss.org/WISS2015Proceedings/
,LyricListPlayer: 歌詞でリアルタイムにザッピングできる音楽再生インタフェース,中野 倫靖，後藤 真孝（産総研）,https://www.wiss.org/WISS2015Proceedings/oral/06.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/06.html,https://www.wiss.org/WISS2015Proceedings/
,ChameleonMask: 人の存在感を提示する仮面型テレプレゼンスシステム,三澤 加奈（東大），暦本 純一（東大／ソニーCSL）,https://www.wiss.org/WISS2015Proceedings/oral/07.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/07.html,https://www.wiss.org/WISS2015Proceedings/
,i/k-Contact：ユーザ間の信頼関係を利用したコンテキストアウェア認証,藤田 真浩，有村 汐里（静岡大），可児 潤也（富士通研究所），司波章（富士通研），西垣 正勝（静岡大）,https://www.wiss.org/WISS2015Proceedings/oral/08.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/08.html,https://www.wiss.org/WISS2015Proceedings/
,遠隔作業支援シナリオにおける注視位置可視化の効果,樋口 啓太，米谷 竜，佐藤 洋一（東大）,https://www.wiss.org/WISS2015Proceedings/oral/09.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/09.html,https://www.wiss.org/WISS2015Proceedings/
,作業者の身体性に基づく建築の設計及び施工手法,鷹見 洋介，五十嵐 健夫，小渕 祐介，永田 康介，米田 一晃，堀田 憲祐（東大）,https://www.wiss.org/WISS2015Proceedings/oral/10.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/10.html,https://www.wiss.org/WISS2015Proceedings/
,単純さと高機能性を両立した小規模バージョン管理ツール,三上 裕明，坂本 大介，五十嵐 健夫（東大）,https://www.wiss.org/WISS2015Proceedings/oral/11.pdf,https://www.wiss.org/WISS2015Proceedings/oral/11.mp4,https://www.wiss.org/WISS2015Proceedings/oral/11.html,https://www.wiss.org/WISS2015Proceedings/
,コメントイン：コメントを先に書くプログラミング手法の提案と実装,薄羽 大樹，宮下 芳明（明治大）,https://www.wiss.org/WISS2015Proceedings/oral/12.pdf,https://www.wiss.org/WISS2015Proceedings/oral/12.mp4,https://www.wiss.org/WISS2015Proceedings/oral/12.html,https://www.wiss.org/WISS2015Proceedings/
,Fix and Slide: 文字列全体を操作することによるキャレットの操作手法,鈴木 健司，岡部 和昌，坂本 竜基（ヤフー），坂本 大介（東大）,https://www.wiss.org/WISS2015Proceedings/oral/13.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/13.html,https://www.wiss.org/WISS2015Proceedings/
,ThumbSlide: 親指スライドジェスチャによるスマートウォッチ操作手法,青山 周平，阿部 哲也，志築 文太郎，田中 二郎（筑波大）,https://www.wiss.org/WISS2015Proceedings/oral/14.pdf,https://www.wiss.org/WISS2015Proceedings/oral/14.mp4,https://www.wiss.org/WISS2015Proceedings/oral/14.html,https://www.wiss.org/WISS2015Proceedings/
,B2B-Swipe：超小型タッチパネル端末のためのベゼルからベゼルへのスワイプジェスチャ,久保 勇貴，志築 文太郎，田中 二郎（筑波大）,https://www.wiss.org/WISS2015Proceedings/oral/15.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/15.html,https://www.wiss.org/WISS2015Proceedings/
,MonoTouch：複数ジェスチャ判別が可能な単一電極タッチセンサ,高田 崚介，志築 文太郎，田中 二郎（筑波大）,https://www.wiss.org/WISS2015Proceedings/oral/16.pdf,https://www.wiss.org/WISS2015Proceedings/oral/16.mp4,https://www.wiss.org/WISS2015Proceedings/oral/16.html,https://www.wiss.org/WISS2015Proceedings/
,球体型自走ロボットを用いたダンスパフォーマンス環境の構築,土田 修平（神戸大），寺田 努（神戸大／JST），塚本 昌彦（神戸大）,https://www.wiss.org/WISS2015Proceedings/oral/17.pdf,https://www.wiss.org/WISS2015Proceedings/oral/17.mp4,https://www.wiss.org/WISS2015Proceedings/oral/17.html,https://www.wiss.org/WISS2015Proceedings/
,～CyclePet～プロジェクション型ARを利用したサイクリング促進システム,松下 卓矢（中京大），濱川 礼（中京大／東大）,https://www.wiss.org/WISS2015Proceedings/oral/18.pdf,,https://www.wiss.org/WISS2015Proceedings/oral/18.html,https://www.wiss.org/WISS2015Proceedings/
