id,title,authors,pdf_url,mp4_url,review_url,source_page
,WISS2018開催にあたって,伊藤 貴之（お茶の水女子大）,https://www.wiss.org/WISS2018Proceedings/preface.pdf,,,https://www.wiss.org/WISS2018Proceedings/
,Liquid Pouch Motors：紙のインタフェースのための薄く軽く柔軟なアクチュエータ,鳴海 紘也，中原 健一，佐藤 宏樹，新山 龍馬，川原 圭博（東大）,https://www.wiss.org/WISS2018Proceedings/oral/01.pdf,https://www.wiss.org/WISS2018Proceedings/oral/01.mp4,https://www.wiss.org/WISS2018Proceedings/oral/01.html,https://www.wiss.org/WISS2018Proceedings/
,クラフトバンドを利用した紙工作のためのモデリング手法,五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2018Proceedings/oral/02.pdf,https://www.wiss.org/WISS2018Proceedings/oral/02.mp4,https://www.wiss.org/WISS2018Proceedings/oral/02.html,https://www.wiss.org/WISS2018Proceedings/
,TracKenzan：トラックパッドとタッチペンを用いたいけばな練習システム,横窪 安奈（お茶の水女子大／青学大），加藤 祐二（無所属），椎尾 一郎（お茶の水女子大）,https://www.wiss.org/WISS2018Proceedings/oral/03.pdf,https://www.wiss.org/WISS2018Proceedings/oral/03.mp4,https://www.wiss.org/WISS2018Proceedings/oral/03.html,https://www.wiss.org/WISS2018Proceedings/
,リアルタイム経路生成と振動通知による視覚障害者の歩行支援システム,森 大輝，入江 英嗣（東大），内原 正一（新産業創造研究機構），荒川 明宏（ラビット），坂井 修一（東大）,https://www.wiss.org/WISS2018Proceedings/oral/04.pdf,https://www.wiss.org/WISS2018Proceedings/oral/04.mp4,https://www.wiss.org/WISS2018Proceedings/oral/04.html,https://www.wiss.org/WISS2018Proceedings/
,プログラミング教育への興味喚起を目的とした迷路型STEM教育ツールの提案と実装,坂元 律矛，大塚 孝信（名工大）,https://www.wiss.org/WISS2018Proceedings/oral/05.pdf,https://www.wiss.org/WISS2018Proceedings/oral/05.mp4,https://www.wiss.org/WISS2018Proceedings/oral/05.html,https://www.wiss.org/WISS2018Proceedings/
,登壇発表におけるライブ中継のためのスイッチング支援システムの構築,竹川 佳成（はこだて未来大），松村 耕平（立命館大），船木 綾香，遠藤 史央里，平田 圭二（はこだて未来大），五十嵐 健夫（東大）,https://www.wiss.org/WISS2018Proceedings/oral/06.pdf,https://www.wiss.org/WISS2018Proceedings/oral/06.mp4,https://www.wiss.org/WISS2018Proceedings/oral/06.html,https://www.wiss.org/WISS2018Proceedings/
,HapTalker：視覚障害者のための電子書籍向けユーザインタフェースの提案,中井 崚日，伊藤 精英，柳 英克，美馬 義亮（はこだて未来大）,https://www.wiss.org/WISS2018Proceedings/oral/07.pdf,https://www.wiss.org/WISS2018Proceedings/oral/07.mp4,https://www.wiss.org/WISS2018Proceedings/oral/07.html,https://www.wiss.org/WISS2018Proceedings/
,ボウルディスプレイ：半球型全周囲ディスプレイ,宮藤 詩緒，豊原 宗一郎，佐藤 俊樹，小池 英樹（東工大）,https://www.wiss.org/WISS2018Proceedings/oral/08.pdf,https://www.wiss.org/WISS2018Proceedings/oral/08.mp4,https://www.wiss.org/WISS2018Proceedings/oral/08.html,https://www.wiss.org/WISS2018Proceedings/
,CompoundDome: スクリーンを部分的に透過することにより現実世界とインタラクションを可能にする装着型ドーム装置,丸山 英梨子（東大），暦本 純一（東大／Sony CSL）,https://www.wiss.org/WISS2018Proceedings/oral/09.pdf,https://www.wiss.org/WISS2018Proceedings/oral/09.mp4,https://www.wiss.org/WISS2018Proceedings/oral/09.html,https://www.wiss.org/WISS2018Proceedings/
